0, 0.4216571, 0.0408435, -0.6456189, 0.05323216, -0.04706347, -0.01376371, 0.9973776, 0.2167695, -0.3346663, -0.4720689, -0.2140107, -0.1174098, -0.04347746, 0.9687746, 0.418872, -0.3701516, -0.4268424, 0.07559, 0.2519664, -0.03599811, -0.9641075;
0.0207061, 0.421427, 0.04090024, -0.6453221, 0.05315853, -0.04693536, -0.01370987, 0.9973882, 0.2174829, -0.335437, -0.4725054, -0.215659, -0.1186324, -0.03971768, 0.9684215, 0.4179249, -0.3701044, -0.4275402, 0.07992469, 0.2512317, -0.03841116, -0.9638565;
0.0317966, 0.4212241, 0.04094294, -0.6450723, 0.05316181, -0.04681167, -0.01361011, 0.9973953, 0.2184373, -0.3359281, -0.4729234, -0.21778, -0.1193538, -0.03561102, 0.9680178, 0.4168834, -0.3700044, -0.4282341, 0.08383901, 0.2513047, -0.03947626, -0.9634618;
0.0412507, 0.4210328, 0.04097245, -0.6448566, 0.05321104, -0.04668476, -0.01346616, 0.9974005, 0.2196128, -0.3362007, -0.4732722, -0.2194044, -0.121325, -0.03285991, 0.9675031, 0.4158483, -0.369767, -0.4289473, 0.08802817, 0.2522089, -0.03790637, -0.9629148;
0.0504291, 0.4206926, 0.04092271, -0.6444537, 0.05341179, -0.04652507, -0.01318871, 0.997401, 0.2212773, -0.336088, -0.473671, -0.2218799, -0.1215357, -0.0307805, 0.9669803, 0.4152057, -0.3689916, -0.4300297, 0.09317939, 0.2539794, -0.03042231, -0.9622301;
0.0634012, 0.420348, 0.04096387, -0.6441397, 0.05351675, -0.04638799, -0.0129056, 0.9974054, 0.2236215, -0.3356947, -0.4740454, -0.2257371, -0.1179501, -0.03099338, 0.9665247, 0.4149168, -0.3677243, -0.4311145, 0.09866575, 0.2537007, -0.02112765, -0.9620056;
0.0770657, 0.4201722, 0.04083305, -0.6439286, 0.05349583, -0.04637808, -0.01272865, 0.9974093, 0.2261178, -0.3353342, -0.4742898, -0.2282219, -0.1143352, -0.03353058, 0.9662908, 0.4145781, -0.3666759, -0.4319692, 0.1032863, 0.2526793, -0.01417671, -0.9619169;
0.0868587, 0.4197913, 0.04091099, -0.6436227, 0.05344739, -0.04628874, -0.01243567, 0.9974197, 0.2287098, -0.3349428, -0.4744992, -0.2300989, -0.1121822, -0.03660278, 0.9659865, 0.4150535, -0.3649731, -0.4328034, 0.1084763, 0.2481265, -0.008465607, -0.9625978;
0.0995577, 0.4194291, 0.0409917, -0.6433469, 0.05331597, -0.0462792, -0.01211796, 0.9974311, 0.2312782, -0.3344278, -0.4748738, -0.2322995, -0.111143, -0.0392028, 0.9654778, 0.4155343, -0.3634787, -0.4333732, 0.1139056, 0.2424818, -0.004166317, -0.963437;
0.1127875, 0.4189439, 0.04102642, -0.6429036, 0.05308693, -0.0463442, -0.01167948, 0.9974456, 0.2336467, -0.3337921, -0.4753219, -0.235502, -0.1082757, -0.03962181, 0.9650105, 0.4160964, -0.3621254, -0.4338025, 0.1184207, 0.2360133, -0.001788997, -0.9645056;
0.1255956, 0.4185556, 0.04110326, -0.642623, 0.05289566, -0.04645579, -0.01128336, 0.9974551, 0.235982, -0.3329493, -0.4757354, -0.2401441, -0.1054124, -0.03683198, 0.9642937, 0.4162787, -0.3610981, -0.4341598, 0.1216869, 0.232748, -0.001020151, -0.9648936;
0.1373748, 0.4180581, 0.04128538, -0.6421634, 0.05275097, -0.04658967, -0.01070277, 0.9974629, 0.2382265, -0.3318594, -0.476119, -0.2451413, -0.1040892, -0.03298161, 0.9633189, 0.4162283, -0.3601649, -0.434542, 0.1244737, 0.2330975, -0.0008004516, -0.9644538;
0.1518657, 0.4177278, 0.04132897, -0.6419113, 0.0527416, -0.0467462, -0.01030294, 0.9974602, 0.2403528, -0.3308905, -0.4763961, -0.2500586, -0.1028357, -0.029992, 0.9622868, 0.4162141, -0.3590027, -0.4350747, 0.1293311, 0.2331276, 0.001704808, -0.963806;
0.1632507, 0.4174386, 0.04136434, -0.6416876, 0.05281728, -0.04690819, -0.009923329, 0.9974525, 0.2424565, -0.3299757, -0.4765653, -0.2541306, -0.1004099, -0.02552147, 0.961605, 0.4162798, -0.3576118, -0.435679, 0.1358048, 0.233836, 0.008865943, -0.9627041;
0.1741709, 0.417105, 0.04148201, -0.6414109, 0.05287375, -0.04711038, -0.009510699, 0.997444, 0.2446313, -0.3291142, -0.4765609, -0.2568553, -0.09663023, -0.02052059, 0.961388, 0.4165908, -0.3559817, -0.4363374, 0.1430161, 0.2347939, 0.02105467, -0.9612362;
0.1864753, 0.416743, 0.04147539, -0.6411314, 0.05305156, -0.04733683, -0.009115901, 0.9974275, 0.2469467, -0.3282043, -0.4762833, -0.256608, -0.0910487, -0.0157046, 0.9620893, 0.4170576, -0.3545761, -0.4368349, 0.146863, 0.2348752, 0.03091221, -0.9603693;
0.1995153, 0.4164376, 0.04145094, -0.6408859, 0.05318288, -0.04760562, -0.008777507, 0.9974108, 0.2493312, -0.3272519, -0.4759547, -0.2548248, -0.08350462, -0.01296373, 0.9632878, 0.4173398, -0.353632, -0.4370614, 0.1469527, 0.2351899, 0.03456474, -0.9601541;
0.2126976, 0.416085, 0.04142314, -0.6407859, 0.05344297, -0.04802892, -0.00832572, 0.9973805, 0.2516622, -0.3263323, -0.4756916, -0.2557995, -0.07927571, -0.01056434, 0.963416, 0.4175445, -0.3528596, -0.4371539, 0.1465088, 0.234097, 0.03322468, -0.9605362;
0.2251363, 0.415756, 0.04138299, -0.640508, 0.05370077, -0.04842235, -0.007845941, 0.9973515, 0.2538354, -0.3253424, -0.475597, -0.2583236, -0.07509819, -0.008468757, 0.9630979, 0.417662, -0.3522308, -0.4371266, 0.1464655, 0.231806, 0.02922168, -0.9612284;
0.2371265, 0.4153625, 0.04124414, -0.6403351, 0.05397867, -0.04888414, -0.007393408, 0.9973174, 0.2559046, -0.3244198, -0.4756834, -0.2616547, -0.07283869, -0.008638791, 0.9623704, 0.4177925, -0.3515598, -0.43716, 0.1487039, 0.2292401, 0.02786867, -0.9615402;
0.2508211, 0.4150781, 0.04117574, -0.6400621, 0.05436365, -0.04939868, -0.006960028, 0.9972743, 0.2578882, -0.3235402, -0.4756746, -0.2650978, -0.07184321, -0.01009868, 0.9614883, 0.4178547, -0.3507931, -0.437358, 0.1528769, 0.2282567, 0.02905694, -0.9610844;
0.2626596, 0.4148214, 0.04109798, -0.6398044, 0.05486868, -0.04989051, -0.006584664, 0.9972247, 0.259752, -0.322707, -0.4756128, -0.2678825, -0.07291931, -0.0126785, 0.9606045, 0.4178596, -0.349964, -0.4376826, 0.1590322, 0.2282954, 0.03316355, -0.9599428;
0.2745574, 0.414211, 0.04105061, -0.6393655, 0.05559382, -0.05053491, -0.006149128, 0.9971548, 0.2615632, -0.3219352, -0.4754954, -0.2702678, -0.07211021, -0.01401185, 0.9599787, 0.4177992, -0.3491547, -0.4381169, 0.1643781, 0.228827, 0.03813415, -0.9587303;
0.2875485, 0.4139825, 0.04092532, -0.6391122, 0.05631396, -0.05116406, -0.005792851, 0.9970844, 0.2632738, -0.3211863, -0.4753696, -0.2731284, -0.0692322, -0.01365023, 0.959386, 0.4176274, -0.3485886, -0.4382884, 0.1669387, 0.2289309, 0.04092683, -0.9581478;
0.2997592, 0.413562, 0.0408606, -0.6388447, 0.05690195, -0.05163337, -0.00562327, 0.9970279, 0.2647803, -0.3204958, -0.475203, -0.2757966, -0.06604515, -0.01260574, 0.9588615, 0.4175319, -0.3482564, -0.4382654, 0.1676727, 0.2269434, 0.04192917, -0.958449;
0.3122361, 0.4134533, 0.04077619, -0.6386636, 0.05740458, -0.05193087, -0.005507297, 0.9969842, 0.266232, -0.3198197, -0.4750209, -0.2772125, -0.06367686, -0.01234678, 0.9586167, 0.417547, -0.3481435, -0.4381432, 0.1682808, 0.2252646, 0.04238206, -0.9587185;
0.3243528, 0.4133869, 0.04071459, -0.6384867, 0.05779278, -0.05213321, -0.005399361, 0.9969519, 0.2675952, -0.3193055, -0.474812, -0.2784063, -0.0611112, -0.01301752, 0.9584289, 0.4175503, -0.3480992, -0.4379211, 0.1683227, 0.222412, 0.04252556, -0.9593706;
